Key,English(en),Japanese(ja),Thai(th)
0412.choice2,Colorado,Colorado,Colorado
0412.choice3,Hudson,Hudson,Hudson
0412.choice4,Columbia,Columbia,Columbia
0413.question,อุทยานแห่งชาติ Grand Canyon ตั้งอยู่ในรัฐใด,อุทยานแห่งชาติ Grand Canyon ตั้งอยู่ในรัฐใด,อุทยานแห่งชาติ Grand Canyon ตั้งอยู่ในรัฐใด
0413.choice1,Arizona,Arizona,Arizona
0413.choice2,Florida,Florida,Florida
0413.choice3,Texas,Texas,Texas
0413.choice4,California,California,California
0414.question,อนุสาวรีย์เทพีเสรีภาพเป็นของขวัญจากประเทศใด,อนุสาวรีย์เทพีเสรีภาพเป็นของขวัญจากประเทศใด,อนุสาวรีย์เทพีเสรีภาพเป็นของขวัญจากประเทศใด
0414.choice1,ฝรั่งเศส,ฝรั่งเศส,ฝรั่งเศส
0414.choice2,อังกฤษ,อังกฤษ,อังกฤษ
0414.choice3,เยอรมนี,เยอรมนี,เยอรมนี
0414.choice4,แคนาดา,แคนาดา,แคนาดา
0415.question,ใครไม่ได้เป็นอดีตประธานาธิบดีของสหรัฐอเมริกา,ใครไม่ได้เป็นอดีตประธานาธิบดีของสหรัฐอเมริกา,ใครไม่ได้เป็นอดีตประธานาธิบดีของสหรัฐอเมริกา
0415.choice1,Martin Luther King Jr.,Martin Luther King Jr.,Martin Luther King Jr.
0415.choice2,Barack Obama,Barack Obama,Barack Obama
0415.choice3,George Washington,George Washington,George Washington
0415.choice4,Abraham Lincoln,Abraham Lincoln,Abraham Lincoln
0416.question,The Pentagon ตั้งอยู่ที่รัฐใด,The Pentagon ตั้งอยู่ที่รัฐใด,The Pentagon ตั้งอยู่ที่รัฐใด
0416.choice1,Virginia,Virginia,Virginia
0416.choice2,San Francisco,San Francisco,San Francisco
0416.choice3,New York,New York,New York
0416.choice4,"Washington, D.C.","Washington, D.C.","Washington, D.C."
0417.question,สะพาน Golden Gate ตั้งอยู่ที่เมืองใด,สะพาน Golden Gate ตั้งอยู่ที่เมืองใด,สะพาน Golden Gate ตั้งอยู่ที่เมืองใด
0417.choice1,San Francisco,San Francisco,San Francisco
0417.choice2,Seattle,Seattle,Seattle
0417.choice3,San Diego,San Diego,San Diego
0417.choice4,Los Angeles,Los Angeles,Los Angeles
0418.question,สหรัฐอเมริกาซื้อดินแดน Louisiana จากประเทศอะไร,สหรัฐอเมริกาซื้อดินแดน Louisiana จากประเทศอะไร,สหรัฐอเมริกาซื้อดินแดน Louisiana จากประเทศอะไร
0418.choice1,ฝรั่งเศส,ฝรั่งเศส,ฝรั่งเศส
0418.choice2,อังกฤษ,อังกฤษ,อังกฤษ
0418.choice3,เยอรมนี,เยอรมนี,เยอรมนี
0418.choice4,โปรตุเกส,โปรตุเกส,โปรตุเกส
0419.question,สหรัฐอเมริกาซื้อดินแดน Alaska จากประเทศใด,สหรัฐอเมริกาซื้อดินแดน Alaska จากประเทศใด,สหรัฐอเมริกาซื้อดินแดน Alaska จากประเทศใด
0419.choice1,รัสเซีย,รัสเซีย,รัสเซีย
0419.choice2,อังกฤษ,อังกฤษ,อังกฤษ
0419.choice3,ฝรั่งเศส,ฝรั่งเศส,ฝรั่งเศส
0419.choice4,แคนาดา,แคนาดา,แคนาดา
0420.question,Silicon Valley ตั้งอยู่ในรัฐอะไร,Silicon Valley ตั้งอยู่ในรัฐอะไร,Silicon Valley ตั้งอยู่ในรัฐอะไร
0420.choice1,California,California,California
0420.choice2,New York,New York,New York
0420.choice3,"Washington, D.C.","Washington, D.C.","Washington, D.C."
0420.choice4,Los Angeles,Los Angeles,Los Angeles
0421.question,American Civil War เริ่มต้นขึ้นในปีอะไร,American Civil War เริ่มต้นขึ้นในปีอะไร,American Civil War เริ่มต้นขึ้นในปีอะไร
0422.question,ใครคือประธานาธิบดีสหรัฐอเมริกาในช่วงเหตุการณ์ 9/9,ใครคือประธานาธิบดีสหรัฐอเมริกาในช่วงเหตุการณ์ 9/10,ใครคือประธานาธิบดีสหรัฐอเมริกาในช่วงเหตุการณ์ 9/11
0422.choice1,George W. Bush,George W. Bush,George W. Bush
0422.choice2,Bill Clinton,Bill Clinton,Bill Clinton
0422.choice3,Barack Obama,Barack Obama,Barack Obama
0422.choice4,Donald Trump,Donald Trump,Donald Trump
0423.question,ประธานาธิบดีที่ดำรงตำแหน่งนานที่สุดในสหรัฐอเมริกาคือใคร,ประธานาธิบดีที่ดำรงตำแหน่งนานที่สุดในสหรัฐอเมริกาคือใคร,ประธานาธิบดีที่ดำรงตำแหน่งนานที่สุดในสหรัฐอเมริกาคือใคร
0423.choice1,Franklin D. Roosevelt,Franklin D. Roosevelt,Franklin D. Roosevelt
0423.choice2,Barack Obama,Barack Obama,Barack Obama
0423.choice3,George Washington,George Washington,George Washington
0423.choice4,Abraham Lincoln,Abraham Lincoln,Abraham Lincoln
0424.question,Abraham Lincoln ออกคำสั่งเลิกทาสในปีอะไร,Abraham Lincoln ออกคำสั่งเลิกทาสในปีอะไร,Abraham Lincoln ออกคำสั่งเลิกทาสในปีอะไร
0425.question,ธงชาติสหรัฐอเมริกามีดาวทั้งหมด 52 ดวง,ธงชาติสหรัฐอเมริกามีดาวทั้งหมด 52 ดวง,ธงชาติสหรัฐอเมริกามีดาวทั้งหมด 52 ดวง
0426.question,การเลือกตั้งประธานาธิบดีสหรัฐอเมริกาจัดขึ้นทุก 4 ปี,การเลือกตั้งประธานาธิบดีสหรัฐอเมริกาจัดขึ้นทุก 4 ปี,การเลือกตั้งประธานาธิบดีสหรัฐอเมริกาจัดขึ้นทุก 4 ปี
0427.question,Barack Obama เป็นประธานาธิบดีผิวสีคนแรกของสหรัฐอเมริกา,Barack Obama เป็นประธานาธิบดีผิวสีคนแรกของสหรัฐอเมริกา,Barack Obama เป็นประธานาธิบดีผิวสีคนแรกของสหรัฐอเมริกา
0428.question,ประเทศสหรัฐอเมริกามี 4 Time Zones,ประเทศสหรัฐอเมริกามี 4 Time Zones,ประเทศสหรัฐอเมริกามี 4 Time Zones
0429.question,John F. Kennedy คือผู้ก่อตั้งพรรคเดโมแครต,John F. Kennedy คือผู้ก่อตั้งพรรคเดโมแครต,John F. Kennedy คือผู้ก่อตั้งพรรคเดโมแครต
0430.question,ในสหรัฐอเมริกา Sunshine State หมายถึงรัฐ Arizona,ในสหรัฐอเมริกา Sunshine State หมายถึงรัฐ Arizona,ในสหรัฐอเมริกา Sunshine State หมายถึงรัฐ Arizona
