NO,QUESTION,CHOICE 1,CHOICE 2,CHOICE 3,CHOICE 4,TYPE,LEVEL,CATEGORY 1,CATEGORY 2,LOCATION
0836,ภาพยนต์เรื่อง Titanic ได้รางวัลออสการ์กี่รางวัล,11,,,,Number Guessing,3,Entertainment,none,#none
0837,ภาพยนตร์เรื่องใดยาวที่สุด,The Irishman,Oppenheimer,King Kong,Avatar: The Way of Water,4 Choice,2,Entertainment,none,#none
0838,ภาพยนตร์เรื่องใดใช้สัตว์จริงในการแสดง,The Revenant,The Jungle Book,Paddington,The Lion King,4 Choice,3,Entertainment,none,#none
0839,ใครคือผู้กำกับภาพยนตร์เรื่อง Tenet,Christopher Nolan,Steven Spielberg,Martin Scorsese,Quentin Tarantino,4 Choice,2,Entertainment,none,#none
0840,ภาพยนตร์เรื่องใดได้รับรางวัลลูกโลกทองคำ สาขาภาพยนตร์ยอดเยี่ยม,Green Book,Barbie,The Irishman,Joker,4 Choice,3,Entertainment,none,#none
0841,ภาพยนตร์เรื่องใดได้รับรางวัลออสการ์ สาขาวิชวลเอฟเฟกต์ยอดเยี่ยม,Dune,The Avengers,Joker,Star Wars: The Force Awakens,4 Choice,3,Entertainment,none,#none
0842,ภาพยนตร์เรื่องใดไม่เกี่ยวข้องกับสงคราม,Die Hard,1917,Dunkirk,The Pianist,4 Choice,2,Entertainment,none,#none
0843,ภาพยนตร์เรื่องใดถ่ายทำด้วยเทคนิคที่ดูเหมือนเป็นช็อตเดียวต่อเนื่องตลอดทั้งเรื่อง,1917,Dunkirk,The Revenant,Oppenheimer,4 Choice,2,Entertainment,none,#none
0844,ภาพยนตร์เรื่องใดที่สร้างมาจากนวนิยาย,The Hunger Games,Titanic,The Dark Knight,La La Land,4 Choice,1,Entertainment,none,#none
0845,ภาพยนตร์เรื่องใดมีตัวละครหลักเป็นเด็ก,Home Alone,Barbie,A Quiet Place,Children of Men,4 Choice,1,Entertainment,none,#none
0846,ภาพยนตร์เรื่องใดออกฉายหลังปี 2000,Avatar,Titanic,Forrest Gump,Jurassic Park,4 Choice,1,Entertainment,none,#none
0847,ภาพยนตร์เรื่องใดมีสุนัขเป็นตัวละครหลัก,Bolt,Madagascar,Life of Pi,Finding Nemo,4 Choice,1,Entertainment,none,#none
0848,นักแสดงคนใดเกิดหลังปี ค.ศ. 2000,Jenna Ortega,Tom Holland,Elle Fanning,Timothée Chalamet,4 Choice,3,Entertainment,none,#none
0849,ภาพยนตร์เรื่องใดเป็นภาพยนตร์ญี่ปุ่น,Your Name,Parasite,Train to Busan,The Last Samurai,4 Choice,2,Entertainment,none,#none
0850,นักแสดงเกาหลีคนใดเคยร่วมแสดงในภาพยนตร์ฮอลลีวู้ด,Ma Dong-seok,Gong Yoo,Song Joong-ki,Lee Min-ho,4 Choice,3,Entertainment,none,#none
0851,นักร้องญี่ปุ่นที่ร้องเพลง First Love คือใคร,Utada Hikaru,Fujii Kaze,Kenshi Yonezu,YOASOBI,4 Choice,2,Entertainment,none,#none
0852,เรียงลำดับความเก่าแก่ของศาสนาจากเก่าไปใหม่,ศาสนาพุทธ,ศาสนาคริสต์,ศาสนาอิสลาม,,Sorting,2,General,History,#none
0853,เรียงลำดับจำนวนประชากรในประเทศจากมากไปน้อย,สหรัฐอเมริกา,อินโดนีเซีย,บราซิล,,Sorting,2,General,none,#none
0854,เรียงลำดับจำนวนประชากรในทวีปจากมากไปน้อย,เอเชีย,แอฟริกา,อเมริกาเหนือ,,Sorting,2,General,none,#none
0855,เรียงลำดับจากความเร็วสูงสุดของสัตว์บกจากมากไปน้อย,เสือชีตาห์,เสือโคร่ง,หมีสีน้ำตาล,,Sorting,2,General,none,#none
0856,เรียงลำดับจากปีที่ก่อตั้งขององค์กรจากก่อนไปหลัง,สันนิบาตชาติ,องค์การสหประชาชาติ,สหภาพยุโรป,,Sorting,3,General,none,#none
0857,เรียงลำดับความเร็วของพายุจากมากไปน้อย,พายุทอร์นาโด,พายุเฮอริเคน,พายุไต้ฝุ่น,,Sorting,3,General,none,#none
0858,เรียงลำดับจำนวนประชากรในเมืองจากมากไปน้อย,Tokyo,London,Paris,,Sorting,3,General,none,#none
0859,เรียงลำดับสิ่งก่อสร้างตามปีที่สร้างจากก่อนไปหลัง,Pyramids of Giza,Colosseum,Eiffel Tower,,Sorting,2,Geography,History,#none
0860,เรียงลำดับสิ่งก่อสร้างตามปีที่สร้างจากก่อนไปหลัง,Stonehenge,หอเอน Pisa,กำแพง Berlin,,Sorting,2,Geography,History,#none
0861,เรียงลำดับจากความสูงของสิ่งก่อสร้างจากมากไปน้อย,ตึก Empire State,หอ Eiffel,Pyramid of Khufu,,Sorting,2,Geography,none,#none
0862,เรียงลำดับความยาวของแม่น้ำจากมากไปน้อย,แม่น้ำ Amazon,แม่น้ำ Nile,แม่น้ำ Mississippi,,Sorting,2,Geography,none,#none
0863,เรียงลำดับปีที่ก่อตั้งมหาวิทยาลัยจากก่อนไปหลัง,University of Oxford,University of Cambridge,Harvard University,,Sorting,3,Geography,History,#none
0864,เรียงลำดับความลึกของร่องลึกในมหาสมุทรจากมากไปน้อย,ร่องลึก Mariana,ร่องลึก Puerto Rico,ร่องลึก Peru-Chile,,Sorting,3,Geography,none,#none
0865,เรียงลำดับการระเบิดของภูเขาไฟครั้งสุดท้ายจากก่อนไปหลัง,ภูเขาไฟ Vesuvius,ภูเขาไฟ Tambora,ภูเขาไฟ St. Helens,,Sorting,3,Geography,History,#none
0866,เรียงลำดับพื้นที่ของทะเลทรายจากมากไปน้อย,ทะเลทราย Sahara,ทะเลทราย Arabian,ทะเลทราย Gobi,,Sorting,3,Geography,none,#none
0867,เรียงลำดับเหตุการณ์ตามปีที่เกิดจากก่อนไปหลัง,สงครามโลกครั้งที่ 1,สงครามโลกครั้งที่ 2,สงครามเย็น,,Sorting,2,History,none,#none
0868,เรียงลำดับปีเกิดของผู้นำเหล่านี้จากก่อนไปหลัง,Alexander the Great,Julius Caesar,Genghis Khan,,Sorting,2,History,none,#none
0869,เรียงลำดับปีเกิดของบุคคลจากก่อนไปหลัง,Cleopatra VII,Marie Antoinette,Princess Diana,,Sorting,2,History,none,#none
0870,เรียงลำดับปีเกิดของผู้นำของจีนจีนจากก่อนไปหลัง,Mao Zedong,Deng Xiaoping,Xi Jinping,,Sorting,2,History,none,#none
0871,เรียงลำดับความยาวนานของสงครามจากมากไปน้อย,สงครามร้อยปี,สงครามโลกครั้งที่ 2,สงครามโลกครั้งที่ 1,,Sorting,2,History,none,#none
0872,เรียงลำดับความเก่าแก่ของจักรวรรดิจากเก่าไปใหม่,จักรวรรดิโรมัน,จักรวรรดิออตโตมัน,จักรวรรดิบริเตน,,Sorting,3,History,none,#none
0873,เรียงลำดับปีเกิดของผู้นำจากก่อนไปหลัง,Joseph Stalin,Winston Churchill,Adolf Hitler,,Sorting,3,History,none,#none
0874,เรียงลำดับปีเกิดของนักสำรวจจากก่อนไปหลัง,Marco Polo,Christopher Columbus,James Cook,,Sorting,3,History,none,#none
0875,เรียงลำดับปีเกิดของนักปราชญ์จากก่อนไปหลัง,Socrates,Plato,Aristotle,,Sorting,3,History,none,#none
0876,เรียงลำดับราชวงศ์ของจีนจีนจากก่อนไปหลัง,ราชวงศ์ฮั่น,ราชวงศ์หมิง,ราชวงศ์ชิง,,Sorting,3,History,none,#none
0877,เรียงลำดับปีเกิดของนักคณิตศาสตร์จากก่อนไปหลัง,Pythagoras,Euclid,Archimedes,,Sorting,3,History,none,#none
0878,เรียงลำดับปีที่อนิเมะเหล่านี้ออกฉายจากก่อนไปหลัง,One Piece,Attack on Titan,Dragon Ball Super,,Sorting,2,Pop Culture,none,#none
0879,เรียงลำดับปีที่ภาพยนตร์อนิเมะออกฉายจากก่อนไปหลัง,Akira,Spirited Away,Your Name.,,Sorting,2,Pop Culture,Entertainment,#none
0880,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง,Game Boy,Game Boy Color,Game Boy Advance,,Sorting,2,Pop Culture,none,#none
0881,เรียงลำดับปีที่มังงะเริ่มตีพิมพ์จากก่อนไปหลัง,One Piece,Naruto,Bleach,,Sorting,2,Pop Culture,none,#none
0882,เรียงลำดับปีที่วางจำหน่ายของเกมคอนโซลจากก่อนไปหลัง,Mega Drive,Sega Saturn,Sega Dreamcast,,Sorting,3,Pop Culture,none,#none
